id,name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,gbif_id,created_at,updated_at
06d0b6d1-4ce7-49bf-8f32-0867944976b9,Mulet à grosse tête,Black Mullet,Mugil cephalus,,Mugilidés,,,"[""salt"",""fresh""]",,,,,,"[""SN"",""US"",""SI"",""LY"",""BS"",""VE"",""SL"",""HN"",""CI"",""AR"",""ME"",""NI"",""GM"",""BR"",""LR"",""BZ"",""MC"",""MT"",""EH"",""EG"",""GH"",""CA"",""JM"",""FR"",""SR"",""CY"",""MX"",""MR"",""IE"",""GY"",""PA"",""LB"",""HT"",""ZA"",""DO"",""GN"",""PT"",""ES"",""NG"",""NO"",""IL"",""BA"",""GB"",""TN"",""IT"",""IS"",""TR"",""PS"",""CU"",""CR"",""MA"",""AL"",""HR"",""GR"",""SY"",""CO"",""DZ"",""CV"",""GW"",""GL"",""GT""]",,,,,,,,,"Mulet/Muge à grosse tête, Mulet/Muge cabot, Muge céphale",8189568,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
0705ba3f-7745-490b-8747-807073e8ca3d,Rotengle,Eurasian Rudd,Scardinius erythrophthalmus,,Cyprinidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Scardinius erythrophthalmus,2362635,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
07720be7-0482-4242-a8be-809585daa5f8,Omble chevalier,Charr,Salvelinus umbla,,Salmonidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Salvelinus alpinus,2351259,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
07b1d547-d429-47e8-8b04-a57734e25009,Gobie buhotte,Common goby,Pomatoschistus minutus,,Gobiidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,"Pomatoschistus minutus, le Gobie des sables ou le Gobie buhotte, est une espèce de poissons marins appartenant à la grande famille des gobiidés.",2379300,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
07e82de9-dabd-4d20-9c99-41029387ecf3,Chabot d'Auvergne,Dordogne Sculpin,Cottus duranii,,Cottidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,"Chabot d'Auvergne, Chabot de Dordogne",2334176,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
0823fd74-efc4-44c2-9893-952deb57164a,Chabot des Pyrénées,Pyrenean Sculpin,Cottus hispaniolensis,,Cottidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,"Chabot des Pyrénées, Chabot pyrénéen",2334173,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
08b12c2b-cbf1-4a51-ac4e-964ff772050e,Dragonnet tacheté,Spotted Dragonet,Callionymus maculatus,,Callionymidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le dragonnet tacheté (Callionymus maculatus) est une espèce de poissons marins appartenant à la famille des Callionymidae.,2386887,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
094396f6-49f3-4760-b32b-d3c01a830314,Morue,Arctic Cod,Gadus morhua,,Gadidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Gadus_morhua.jpg/120px-Gadus_morhua.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Gadus_morhua.jpg/120px-Gadus_morhua.jpg,"Gadus morhua · Cabillaud, Morue commune, morue franche",8084280,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
097ab667-72cf-4e5a-a55e-ffdfe6862272,Pacu à ventre rouge,,Piaractus brachypomus,,Serrasalmidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Piaractus brachypomus est une espèce amazonienne de poissons d'eau douce de la famille des Serrasalmidae (dont font également partie les piranhas).,2353225,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
09f34b6d-ec95-4887-8d80-e80c479a84e2,Centrolabre,Rock Cook,Centrolabrus exoletus,,Labridae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le centrolabre ou petite vieille, Centrolabrus exoletus, est une espèce de poissons marins appartenant à la famille des Labridae.",2383720,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
0a135eb8-c29a-4aa2-875e-096e88d0fae3,Raie chardon,Dun cow,Leucoraja fullonica,,Rajidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Leucoraja_fullonica.jpg/120px-Leucoraja_fullonica.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Leucoraja_fullonica.jpg/120px-Leucoraja_fullonica.jpg,"La raie chardon, Leucoraja fullonica, est une espèce de raies.",2419849,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
0a7c8c12-9e0c-4163-b71c-a445ab3cbc01,Rason,Cleaver Wrasse,Xyrichtys novacula,,Labridae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Xyrichtysnovacula.jpg/120px-Xyrichtysnovacula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Xyrichtysnovacula.jpg/120px-Xyrichtysnovacula.jpg,"Xyrichtys novacula, communément appelé Rason, est un poisson osseux, benthique, littoral, de la famille des labridés. L’espèce est caractéristique du genre Xyrichtys.",2383057,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
0ab4f589-5743-4b5e-bc77-5007cfca563a,Porte-écuelle à petite tête,Small-headed Clingfish,Apletodon dentatus,,Gobiesocidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,4284477,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
0c5b4872-1022-43e2-9e0b-90a705a6eb0e,Gobie à grandes écailles,Frie's Goby,Lesueurigobius friesii,,Gobiidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le gobie à grandes écailles, Lesueurigobius friesii, est une espèce de poissons marins appartenant à la famille des Gobiidae.",2378673,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
0cf87094-c496-4c9a-94b3-394dd54ce2d9,Triptérygion nain,Black-spotted triplefin,Tripterygion melanurus,,Tripterygiidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Capo_Gallo_Tripterygion_melanurus.jpg/120px-Capo_Gallo_Tripterygion_melanurus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Capo_Gallo_Tripterygion_melanurus.jpg/120px-Capo_Gallo_Tripterygion_melanurus.jpg,Tripterygion melanurus est un poisson osseux de la famille de Tripterygiidé.,2393097,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
0de742c1-8426-4edc-8a03-4ff887b94bf6,Épinoche à trois épines,Alaskan Stickleback,Gasterosteus aculeatus,,Gastérostéidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Épinoche à trois épines,4286327,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
0ec6c6ea-fdd2-4fc1-b8e5-528729c3493a,Ombrine bronze,Baardman,Umbrina canariensis,,Sciaenidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,L'ombrine bronze (Umbrina canariensis) est une espèce de poissons marins appartenant à la famille des Sciaenidae.,2399683,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
0f0bdfa5-57a4-4011-b910-5ca014bd0d14,Hotu,Common nase,Chondrostoma nasus,,Cyprinidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Chondrostoma nasus,2360551,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
0f2d83a5-426c-4787-9540-eea0ff008452,Coryphène,Common Dolphifish,Coryphaena hippurus,,Coryphaenidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Coryphaena_hippurus_%28adult_male%29.jpg/120px-Coryphaena_hippurus_%28adult_male%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Coryphaena_hippurus_%28adult_male%29.jpg/120px-Coryphaena_hippurus_%28adult_male%29.jpg,"Le coryphène (du grec ancien : κορύφαινα, qui arbore un casque), la dorade coryphène ou mahi-mahi (en Polynésie), est une espèce de poisson que l'on peut trouver dans les régions tropicales et subtropicales de tous les océans, et occasionnellement en mer Méditerranée. C'est un prédateur puissant, prisé dans la pêche au gros. Les anglophones le nomment mahi-mahi, mais également common dolphinfish ou dorado, ce qui peut prêter à confusion.",2381939,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
0f8ce6a9-78cb-4097-a6be-e183af8d295e,Alose feinte,,Alosa fallax,,Clupéidés,,,"[""salt"",""fresh""]",,,,,,"[""SN"",""US"",""SI"",""LY"",""BS"",""VE"",""SL"",""HN"",""CI"",""AR"",""ME"",""NI"",""GM"",""BR"",""LR"",""BZ"",""MC"",""MT"",""EH"",""EG"",""GH"",""CA"",""JM"",""FR"",""SR"",""CY"",""MX"",""MR"",""IE"",""GY"",""PA"",""LB"",""HT"",""ZA"",""DO"",""GN"",""PT"",""ES"",""NG"",""NO"",""IL"",""BA"",""GB"",""TN"",""IT"",""IS"",""TR"",""PS"",""CU"",""CR"",""MA"",""AL"",""HR"",""GR"",""SY"",""CO"",""DZ"",""CV"",""GW"",""GL"",""GT""]",,,,,,,,,"L'alose feinte (Alosa fallax) est un poisson de la famille des Clupeidae. On le trouve dans les îles Britanniques, l'Allemagne, la France (Atlantique et Méditerranée), le Portugal, l'Algérie et le Maroc.",2412623,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
1182482c-22fc-40b0-be0c-8a6a526acbc4,Cépole,Red bandfish,Cepola macrophthalma,,Cepolidae (poissons),,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Cépole commune,2379498,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
11e5d17e-7665-47bf-97f4-e6da6a81c103,Raie lisse,Blonde Skate,Raja brachyura,,Rajidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Raja_clavata_%28BPNS%29.jpg/120px-Raja_clavata_%28BPNS%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Raja_clavata_%28BPNS%29.jpg/120px-Raja_clavata_%28BPNS%29.jpg,"Raja brachyura est une espèce de raies. « Raie lisse » est couramment utilisé pour la désigner, mais est aussi employé pour Malacoraja senta (raie lissée).",5216059,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
11fc9045-f269-4568-a627-b992d85d27e1,Requin pèlerin,Basking Shark,Cetorhinus maximus,,Cetorhinidae,,,"[""salt""]",,,,,,"[""CA"",""SN"",""US"",""JM"",""FR"",""BS"",""VE"",""SR"",""SL"",""HN"",""MX"",""CI"",""AR"",""NI"",""GM"",""MR"",""IE"",""GY"",""BR"",""PA"",""HT"",""LR"",""BZ"",""ZA"",""DO"",""GN"",""ES"",""PT"",""NG"",""NO"",""GB"",""IS"",""CU"",""CR"",""EH"",""MA"",""GH"",""CO"",""CV"",""GW"",""GL"",""GT""]",,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Basking_Shark.jpg/120px-Basking_Shark.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Basking_Shark.jpg/120px-Basking_Shark.jpg,Cetorhinus maximus,2420726,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
122441ed-fc0d-4447-ab59-6972876f3f6f,Grondin volant,Batfish,Dactylopterus volitans,,Dactylopteridae,,,"[""salt""]",,,,,,"[""CA"",""SN"",""US"",""JM"",""FR"",""BS"",""VE"",""SR"",""SL"",""HN"",""MX"",""CI"",""AR"",""NI"",""GM"",""MR"",""IE"",""GY"",""BR"",""PA"",""HT"",""LR"",""BZ"",""ZA"",""DO"",""GN"",""ES"",""PT"",""NG"",""NO"",""GB"",""IS"",""CU"",""CR"",""EH"",""MA"",""GH"",""CO"",""CV"",""GW"",""GL"",""GT""]",,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le Grondin volant (Dactylopterus volitans) est une espèce de poissons téléostéens marins appartenant à la famille des Dactylopteridés. C'est le seul représentant de son genre Dactylopterus.,2333605,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
133123de-a31c-457f-93cd-daa0c230ee66,Crénilabre nettoyeur,blacktailed wrasse,Symphodus melanocercus,,Labridae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Symphodus_melanocercus.jpg/120px-Symphodus_melanocercus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Symphodus_melanocercus.jpg/120px-Symphodus_melanocercus.jpg,,2383964,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
13c140ce-0245-4611-bd97-950c5a3d51e4,Saumon argenté,Coho Salmon,Oncorhynchus kisutch,,Salmonidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,"Oncorhynchus kisutch, le saumon argenté ou saumon coho, est une espèce de poissons de la famille des Salmonidés.",5204034,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
13ed4af8-8358-4b4b-b554-799281c233df,Cyprinodonte de Valence,Spanish toothcarp,Valencia hispanica,,Valenciidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,"Valencia hispanica est une espèce de poissons osseux du genre Valencia de la famille des Valenciidae, endémique du sud de la Catalogne et de la Communauté valencienne en Espagne.",5203914,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
1535996d-f627-4b8a-96e7-4959e2e60428,Dragonnet lyre,Common dragonet,Callionymus lyra,,Callionymidae,,,"[""salt""]",,,,,,"[""CA"",""SN"",""US"",""JM"",""FR"",""BS"",""VE"",""SR"",""SL"",""HN"",""MX"",""CI"",""AR"",""NI"",""GM"",""MR"",""IE"",""GY"",""BR"",""PA"",""HT"",""LR"",""BZ"",""ZA"",""DO"",""GN"",""ES"",""PT"",""NG"",""NO"",""GB"",""IS"",""CU"",""CR"",""EH"",""MA"",""GH"",""CO"",""CV"",""GW"",""GL"",""GT""]",,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le dragonnet lyre (Callionymus lyra) est une espèce de poissons marins appartenant à la famille des Callionymidae. En Normandie il peut être connu sous le nom de savary ou savarie.,2386906,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
15b7b3f9-7400-47fc-ab3d-7b0eeedf9a9b,Saumon royal,Chinook,Oncorhynchus tshawytscha,,Salmonidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Saumon royal,5204024,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
15da3562-62a5-4c05-822f-65e5e1667891,Gobie à joues poreuses,Slender goby,Gobius geniporus,,Gobiidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Gobius geniporus · Gobie svelte, Gobie génipore",2376510,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
170bad16-7cab-4c42-a712-8dace896f192,Torpille ocellée,Common Torpedo Ray,Torpedo torpedo,,Torpedinidae,,,"[""salt""]",,,,,,"[""CA"",""SN"",""US"",""JM"",""FR"",""BS"",""VE"",""SR"",""SL"",""HN"",""MX"",""CI"",""AR"",""NI"",""GM"",""MR"",""IE"",""GY"",""BR"",""PA"",""HT"",""LR"",""BZ"",""ZA"",""DO"",""GN"",""ES"",""PT"",""NG"",""NO"",""GB"",""IS"",""CU"",""CR"",""EH"",""MA"",""GH"",""CO"",""CV"",""GW"",""GL"",""GT""]",,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Torpedo_torpedo_corsica3.jpg/120px-Torpedo_torpedo_corsica3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Torpedo_torpedo_corsica3.jpg/120px-Torpedo_torpedo_corsica3.jpg,"La torpille ocellée (Torpedo torpedo) est une espèce de poissons marins de la famille des Torpedinidae. Cette famille est notamment célèbre pour la capacité de ses membres de produire des décharges électriques pour se défendre et pour chasser. Ces décharges sont produites grâce à des cellules spécialisées appelées des électrocytes (qui dérivent de cellules musculaires type myocytes). Ces décharges peuvent dépasser les 200 volts. Pour cette espèce, ces chiffres ne sont par contre pas atteints, elle reste dans une plage plus modeste inférieure à 100 volts.",5215534,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
1731a072-fa78-48a6-8ac0-d177bf00c478,Raie guitare,Giant guitarfish,Rhynchobatus djiddensis,,Rhinobatidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Rhynchobatus_djiddensis_durban.jpg/120px-Rhynchobatus_djiddensis_durban.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Rhynchobatus_djiddensis_durban.jpg/120px-Rhynchobatus_djiddensis_durban.jpg,Rhynchobatus djiddensis,2418935,2025-11-22 01:24:49.133576+00,2025-11-22 01:24:49.133576+00
177c256d-ca2d-40ae-9100-b623ca4120d3,Grondin morrude,Long-finned gurnard,Chelidonichthys obscurus,,Triglidae,,,"[""salt""]",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,2336786,2025-11-22 01:24:25.185827+00,2025-11-22 01:24:25.185827+00
184e74c7-e2df-48a2-a4f8-535c6a5615ad,Vairon de la Loire,Loire Minnow,Phoxinus fayollarum,,Cyprinidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Phoxinus fayollarum,10842469,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
190c2959-d272-4c49-b100-c4b006109cb5,Vairon de la Garonne,Garonne Minnow,Phoxinus dragarum,,Cyprinidés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,Phoxinus dragarum,10781502,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
19b64934-57b2-4946-8874-4d0d4ea8c049,Esturgeon noir d'Amérique,Atlantic sturgeon,Acipenser oxyrinchus,,Acipenséridés,,,"[""fresh""]",,,,,,"[""FR""]",,,,,,,,,"Acipenser oxyrinchus (en grec « riverain au nez pointu »), communément appelé Esturgeon noir d'Amérique (également Esturgeon atlantique, Esturgeon de mer, Esturgeon escargot ou Esturgeon guindé) est un esturgeon de la côte est nord-Américaine. Sa distribution va du golfe du Saint-Laurent (où la plus grande population existe) jusqu'à la Floride. Une population disjointe (presque disparue) existe aussi dans la mer Baltique en Europe. D'une taille record de plus de 4 mètres, c'est le plus grand poisson à fréquenter les eaux douces du Québec.",4287132,2025-11-22 01:24:05.500597+00,2025-11-22 01:24:05.500597+00
